StudentId,E,M,S,H,P,F,A,Avg
Student2042,90,74,78,78,95,85,0,83
Student2043,55,45,55,55,45,65,0,52
Student2044,78,70,65,92,90,89,0,81
Student2045,65,72,100,74,80,0,0,77
Student2046,55,65,67,72,70,80,0,72
Student2047,95,96,99,93,95,92,100,96
Student2048,89,94,95,88,100,99,95,94
Student2049,90,83,95,95,100,100,94,93
Student2050,98,97,97,100,100,98,0,98
Student2051,87,65,78,77,92,77,0,79
Student2052,65,45,65,67,100,55,0,67
Student2053,71,76,85,81,95,79,0,81
Student2054,98,93,97,96,95,94,0,96
Student2055,70,87,81,83,93,96,100,87
Student2056,85,65,73,92,85,92,0,82
Student2057,88,87,71,86,95,83,93,87
Student2058,71,65,66,88,65,81,0,73
Student2059,75,71,70,80,95,86,0,80
Student2060,100,97,96,94,95,94,0,96
Student2061,65,81,78,81,75,75,0,77
Student2062,99,95,96,100,95,100,93,97
Student2063,74,88,93,65,100,87,0,80
Student2064,80,55,78,77,95,73,0,78
Student2065,84,86,85,97,90,91,0,90
Student2066,97,99,93,99,90,100,0,96
Student2067,66,65,65,65,90,65,66,69
Student2068,94,77,95,88,95,87,0,89
Student2069,88,81,65,72,91,80,0,81
Student2070,85,72,69,78,100,77,0,84
Student2071,86,94,80,83,83,87,0,84
Student2072,65,55,81,75,90,86,0,75
Student2073,0,0,99,99,90,0,0,98
Student2074,88,90,96,90,90,97,0,92
Student2075,55,65,55,69,90,68,73,70
Student2076,70,55,72,65,80,86,0,72
Student2077,81,70,71,70,90,87,77,77
Student2078,45,45,45,55,87,79,0,60
Student2079,75,70,65,65,80,55,68,69
Student2080,96,90,90,85,95,100,0,92
Student2081,65,70,65,74,95,65,0,73
Student2082,81,73,87,67,90,72,0,77
Student2083,89,72,83,87,90,94,0,87
Student2084,72,76,84,65,100,93,99,84
Student2085,75,79,98,88,100,80,0,88
Student2086,88,93,94,88,100,98,0,93
Student2087,100,94,97,90,95,96,0,95
Student2088,92,88,99,91,100,99,0,93
Student2089,70,82,83,74,100,87,100,84
Student2090,67,70,77,65,95,66,0,74
Student2091,71,79,86,82,95,95,0,86
Student2092,55,65,65,75,90,65,0,71
Student2093,89,97,92,94,95,98,0,94
Student2094,80,84,81,70,90,98,0,84
Student2095,98,84,98,95,98,89,0,94
Student2096,55,55,65,65,70,65,0,65
Student2097,90,72,96,95,100,98,0,93
Student2098,81,90,73,71,90,87,0,83
Student2099,85,69,78,87,75,100,0,85
Student2100,85,93,80,87,100,86,98,90
Student2101,65,76,65,75,90,65,0,72
Student2102,83,80,86,75,85,84,0,82
Student2103,96,96,90,84,95,74,0,89
Student2104,73,67,69,80,65,55,84,72
Student2105,75,76,76,70,95,70,0,78
Student2106,75,67,55,77,80,73,0,75
Student2107,97,89,90,86,100,96,0,93
Student2108,75,84,80,84,95,91,0,84
Student2109,86,83,86,96,95,94,0,87
Student2110,78,65,65,70,100,65,90,75
Student2111,45,65,65,65,75,67,0,64
Student2112,84,69,87,86,95,94,92,87
Student2113,84,82,67,90,95,68,0,84
Student2114,86,87,90,97,100,97,0,92
Student2115,84,81,80,92,100,96,0,90
Student2116,65,65,88,88,85,77,0,78
Student2117,96,94,92,91,100,100,0,95
Student2118,93,99,96,90,100,98,0,95
Student2119,90,88,100,77,90,92,0,90
Student2120,86,85,97,90,95,96,0,92
Student2121,85,90,83,90,95,91,0,88
Student2122,0,90,98,95,95,100,96,96
Student2123,0,96,87,0,75,0,0,88
Student2124,65,65,72,65,45,65,0,65
Student2125,82,85,77,76,95,74,84,81
Student2126,55,55,55,87,90,83,89,76
Student2127,0,98,100,0,90,0,0,96
Student2128,77,88,86,83,100,96,0,88
Student2129,74,82,66,90,100,95,0,83
Student2130,87,95,90,94,100,99,0,94
Student2131,93,90,97,100,100,100,0,96
Student2132,65,85,78,79,95,82,0,84
Student2133,70,70,82,80,65,70,0,77
Student2134,65,70,74,73,89,89,0,80
Student2135,90,95,92,92,90,94,0,92
Student2136,83,76,75,86,90,88,0,85
Student2137,83,83,81,92,95,74,0,85
Student2138,74,83,65,68,76,93,0,75
Student2139,83,95,99,96,90,91,0,94
Student2140,100,93,98,0,98,99,0,98
Student2141,83,77,76,93,100,96,0,89
Student2142,96,100,99,100,100,100,0,99
Student2143,98,99,100,99,100,100,0,99
Student2144,55,0,65,0,90,0,0,66
Student2145,90,86,95,88,95,96,0,92
Student2146,95,96,98,96,89,100,0,96
Student2147,67,65,77,70,90,93,0,80
Student2148,97,76,86,73,95,92,0,87
Student2149,85,96,88,92,95,100,0,90
Student2150,85,79,65,81,95,85,0,84
Student2151,92,78,100,92,100,100,0,94
Student2152,74,88,88,69,100,90,0,84
Student2153,45,45,45,45,85,45,0,54
Student2154,84,65,65,55,70,55,0,67
Student2155,91,92,82,91,95,76,0,88
Student2156,82,92,71,78,90,88,0,85
Student2157,85,84,69,90,95,86,0,86
Student2158,80,79,91,83,90,89,0,86
Student2159,76,65,65,65,90,90,0,73
Student2160,96,90,76,76,95,94,0,87
Student2161,65,82,65,76,95,68,0,75
Student2162,65,55,65,65,45,0,0,57
Student2163,68,90,84,92,95,89,0,84
Student2164,55,69,65,91,93,86,0,78
Student2165,80,90,89,94,90,93,0,90
Student2166,98,94,100,96,95,96,100,97
Student2167,99,100,98,95,95,100,0,97
Student2168,75,79,86,87,76,79,100,84
Student2169,85,65,72,87,95,91,0,85
Student2170,65,80,84,77,80,80,93,80
Student2171,45,45,45,45,55,65,0,49
Student2172,70,68,75,87,100,89,99,84
Student2173,70,79,75,72,95,70,0,77
Student2174,84,90,89,78,89,93,0,86
Student2175,90,86,95,95,95,100,0,95
Student2176,75,77,75,65,100,90,0,80
Student2177,91,92,91,99,95,100,0,95
Student2178,75,74,80,0,93,100,0,84
Student2179,90,83,92,98,100,98,0,93
Student2180,74,75,89,78,100,81,0,82
Student2181,95,96,100,96,90,92,0,95
Student2182,75,93,96,87,70,97,0,85
Student2183,75,74,96,97,90,93,0,90
Student2184,84,75,70,88,100,93,0,85
Student2185,84,80,96,90,100,75,0,88
Student2186,92,85,86,87,93,78,100,89
Student2187,75,93,87,90,98,79,94,88
Student2188,80,87,87,82,95,88,0,88
Student2189,65,65,65,65,55,65,0,64
Student2190,90,93,80,75,100,85,0,86
Student2191,0,0,90,93,75,0,0,86
Student2192,86,86,91,90,100,93,0,90
Student2193,88,70,90,72,97,100,0,86
Student2194,98,88,78,96,100,90,0,93
Student2195,90,98,90,97,100,92,0,95
Student2196,80,92,93,86,95,82,0,88
Student2197,98,92,99,100,100,94,0,97
Student2198,92,93,100,96,95,100,97,97
Student2199,91,83,100,96,95,99,0,95
Student2200,65,70,65,65,55,87,0,67
Student2201,55,67,87,70,85,69,0,74
Student2202,85,93,75,84,87,96,97,88
Student2203,95,96,99,87,90,98,0,92
Student2204,55,65,65,45,65,65,89,63
Student2205,87,92,96,85,100,91,0,91
Student2206,55,65,65,55,85,55,85,67
Student2207,100,84,100,98,100,98,0,96
Student2208,88,97,96,91,95,97,0,94
Student2209,96,99,97,99,90,95,0,97
Student2210,70,55,80,81,100,87,0,78
Student2211,98,98,94,94,95,98,0,96
Student2212,98,82,85,94,92,78,0,90
Student2213,93,97,100,98,100,91,0,95
Student2214,85,99,91,84,100,98,0,93
Student2215,55,67,65,70,90,74,0,72
Student2216,71,55,55,55,90,65,0,64
Student2217,85,74,80,80,92,86,82,82
Student2218,55,55,65,68,87,67,0,66
Student2219,93,76,91,95,93,100,0,92
Student2220,92,87,70,91,83,65,87,84
Student2221,65,65,71,75,90,86,0,76
Student2222,65,65,65,74,75,84,0,74
Student2223,90,94,88,99,100,87,0,94
Student2224,77,84,97,81,100,87,0,88
Student2225,0,88,0,90,85,78,0,85
Student2226,95,86,87,90,90,94,0,91
Student2227,80,81,81,76,100,95,0,84
Student2228,97,99,100,99,100,99,0,98
Student2229,88,76,81,83,95,65,0,82
Student2230,88,85,81,88,100,85,0,88
Student2231,66,65,80,45,87,0,0,68
Student2232,90,71,85,90,85,81,0,85
Student2233,100,90,95,96,90,96,0,95
Student2234,0,72,0,89,75,0,84,78
Student2235,45,80,45,70,90,81,0,65
Student2236,89,89,91,99,90,98,0,93
Student2237,100,92,97,96,95,94,0,95
Student2238,75,75,78,85,95,94,0,84
Student2239,0,55,0,0,90,45,0,70
Student2240,65,75,70,65,95,76,0,73
Student2241,85,92,91,97,98,85,0,91
Student2242,82,82,81,87,85,97,0,86
Student2243,96,97,82,0,98,94,0,94
Student2244,45,0,65,45,45,83,0,54
Student2245,99,99,99,97,100,100,98,99
Student2246,86,66,74,74,100,99,0,83
Student2247,93,98,98,88,100,92,91,94
Student2248,86,97,96,90,90,85,98,92
Student2249,89,65,45,65,74,0,0,71
Student2250,0,92,82,91,93,0,0,88
Student2251,92,66,72,83,86,70,0,82
Student2252,85,100,97,97,100,100,0,97
Student2253,72,81,76,80,90,81,0,82
Student2254,90,94,100,89,90,93,0,92
Student2255,87,77,75,79,92,93,0,85
Student2256,84,81,65,72,85,0,0,78
Student2257,65,73,45,67,88,70,0,70
Student2258,66,83,71,65,100,76,93,76
Student2259,55,86,97,75,90,65,0,80
Student2260,65,70,70,0,80,0,0,75
Student2261,79,70,97,0,90,77,81,84
Student2262,75,69,85,65,76,0,0,74
Student2263,96,91,99,0,90,89,0,94
Student2264,90,91,99,94,95,97,0,95
Student2265,45,45,85,72,80,70,0,67
Student2266,72,0,0,0,90,0,0,81
Student2267,93,93,95,94,100,98,0,94
Student2268,45,45,45,45,55,45,0,54
Student2269,96,98,85,87,100,94,0,93
Student2270,70,55,55,55,90,85,0,69
Student2271,83,0,71,0,100,94,0,87
Student2272,71,80,85,0,90,0,0,79
Student2273,93,79,99,93,100,100,100,95
Student2274,81,85,87,95,88,94,0,88
Student2275,45,45,45,55,90,0,0,53
Student2276,92,95,92,83,95,91,0,91
Student2277,97,0,88,70,90,0,0,86
Student2278,73,70,67,82,90,93,76,79
Student2279,93,98,88,88,98,100,96,95
Student2280,94,87,100,96,90,95,88,92
Student2281,0,0,0,91,80,91,0,87
Student2282,0,97,100,98,100,0,0,98
Student2283,75,80,84,79,93,76,97,84
Student2284,70,87,85,85,80,97,0,84
Student2285,91,91,88,78,95,84,0,88
Student2286,69,75,77,81,83,70,78,77
Student2287,94,94,0,82,90,0,0,90
Student2288,70,80,69,85,100,55,0,79
Student2289,80,65,80,65,70,0,0,71
Student2290,73,66,67,75,95,94,82,77
Student2291,94,97,93,96,95,99,0,96
Student2292,87,96,85,65,95,82,0,82
Student2293,65,65,98,78,95,70,0,79
Student2294,83,80,87,0,90,100,0,88
Student2295,84,85,81,0,95,94,0,88
Student2296,70,93,95,85,100,99,0,91
Student2297,77,80,95,0,90,88,0,86
Student2298,0,99,86,0,98,96,0,95
Student2299,80,84,85,83,90,76,0,83
Student2300,0,70,65,91,90,98,0,85
Student2301,88,0,86,86,65,0,0,82
Student2302,84,72,65,72,95,85,0,80
Student2303,86,75,82,77,95,93,0,85
Student2304,70,75,70,70,84,65,0,73
Student2305,80,73,75,90,95,95,0,87
Student2306,98,100,97,0,95,87,0,93
Student2307,70,55,86,84,90,73,0,79
Student2308,72,0,65,0,90,0,0,82
Student2309,65,0,0,0,70,0,72,70
Student2310,73,72,74,65,75,77,0,73
Student2311,0,45,0,65,90,0,45,64
Student2312,83,65,67,90,80,92,0,82
Student2313,0,0,95,0,95,0,0,96
Student2314,65,66,65,85,90,68,0,72
Student2315,91,81,75,75,90,84,100,84
Student2316,65,87,79,70,95,83,0,80
Student2317,90,100,97,93,100,100,97,96
Student2318,88,91,0,90,65,0,0,86
Student2319,87,92,0,85,90,90,0,89
Student2320,97,100,86,90,100,98,97,95
Student2321,85,89,96,85,100,100,0,91
Student2322,55,79,0,77,75,0,0,68
Student2323,92,73,90,93,93,93,0,90
Student2324,100,100,99,97,95,100,0,99
Student2325,75,65,65,68,90,81,0,76
Student2326,55,55,55,81,90,68,0,67
Student2327,100,88,99,97,95,96,0,96
Student2328,95,95,70,0,83,90,0,85
Student2329,92,90,97,85,99,98,0,92
Student2330,95,81,78,89,90,84,0,88
Student2331,79,83,69,91,100,85,0,84
Student2332,93,100,95,0,100,100,100,97
Student2333,90,100,88,100,95,100,0,96
Student2334,0,82,0,97,65,98,0,87
Student2335,45,45,45,45,55,45,0,46
Student2336,82,65,79,77,65,0,0,75
Student2337,78,70,93,80,90,0,0,82
Student2338,98,100,94,93,98,100,0,97
Student2339,79,84,65,81,93,65,0,81
Student2340,0,86,98,0,85,0,0,91
Student2341,90,88,94,93,90,94,0,93
Student2342,93,0,93,75,85,0,80,79
Student2343,83,65,65,81,85,67,0,74
Student2344,87,88,85,94,95,100,0,89
Student2345,70,78,65,74,70,69,0,72
Student2346,77,94,0,0,65,95,0,83
Student2347,0,0,0,90,85,0,0,86
Student2348,81,91,87,92,90,92,0,88
Student2349,93,98,94,97,100,100,98,97
Student2350,79,75,82,78,80,88,0,82
Student2351,92,89,100,96,98,93,0,96
Student2352,74,66,80,85,95,65,0,76
Student2353,73,80,80,86,95,90,0,82
Student2354,96,90,97,97,100,100,0,97
Student2355,45,45,45,45,55,45,65,49
Student2356,82,93,98,0,76,0,89,88
Student2357,45,0,45,55,55,45,0,48
Student2358,65,89,85,75,100,0,0,85
Student2359,76,65,79,65,90,90,0,78
Student2360,76,73,80,81,80,80,86,79
Student2361,0,0,65,0,65,0,83,74
Student2362,65,70,66,0,90,65,0,68
Student2363,67,45,75,55,45,45,0,54
Student2364,85,65,74,83,95,100,0,86
Student2365,98,96,88,96,95,96,0,96
Student2366,91,89,84,85,90,92,0,89
Student2367,96,94,96,85,95,92,0,92
Student2368,81,0,74,76,95,0,0,83
Student2369,65,0,45,45,45,0,0,49
Student2370,75,72,92,89,100,92,0,89
Student2371,80,89,80,85,100,0,0,86
Student2372,68,83,87,83,65,0,0,75
Student2373,0,81,0,0,100,90,0,88
Student2374,71,55,55,65,75,65,0,66
Student2375,55,78,75,79,100,75,0,77
Student2376,96,93,90,0,100,100,93,96
Student2377,94,100,92,0,100,100,0,96
Student2378,74,65,65,77,90,66,0,75
Student2379,0,73,81,0,75,99,0,82
Student2380,100,100,98,97,99,100,0,99
Student2381,84,70,71,74,100,87,0,82
Student2382,96,95,97,91,95,94,97,95
Student2383,92,100,85,95,100,100,0,96
Student2384,95,90,88,97,100,98,0,95
Student2385,97,0,100,90,100,0,0,92
Student2386,75,65,65,45,90,65,0,69
Student2387,65,67,55,55,0,0,0,62
Student2388,81,93,88,0,90,78,0,87
Student2389,100,97,100,96,100,100,0,99
Student2390,0,77,90,0,75,0,0,78
Student2391,98,99,98,96,100,100,100,99
Student2392,0,0,69,0,85,0,0,86
Student2393,80,68,65,69,85,77,0,76
Student2394,85,79,79,96,95,98,0,89
Student2395,76,0,0,0,65,0,0,72
Student2396,80,85,74,79,100,75,84,82
Student2397,65,72,83,81,85,65,0,79
Student2398,80,92,95,87,100,0,0,88
Student2399,80,70,81,95,95,100,0,89
Student2400,77,98,95,89,95,97,0,90
Student2401,93,90,100,95,95,100,0,95
Student2402,68,75,45,0,87,0,0,69
Student2403,88,98,79,0,100,95,94,92
Student2404,97,82,78,99,95,97,91,92
Student2405,82,90,87,86,100,88,0,90
Student2406,89,0,45,55,65,55,0,61
Student2407,68,85,65,80,90,85,0,79
Student2408,45,55,45,45,65,45,0,49
Student2409,100,95,97,94,100,100,0,98
Student2410,65,65,55,69,80,0,0,67
Student2411,73,65,65,75,95,90,0,77
Student2412,85,82,0,0,100,83,0,88
Student2413,0,0,97,0,100,100,100,99
Student2414,85,74,77,73,95,79,0,80
Student2415,0,94,93,0,95,100,0,96
Student2416,89,90,88,85,90,94,0,90
Student2417,86,84,90,0,90,99,0,90
Student2418,93,85,65,79,100,95,97,88
Student2419,90,0,75,0,90,92,0,87
Student2420,92,90,0,0,98,97,0,95
Student2421,95,97,96,100,95,100,92,96
Student2422,91,97,0,0,100,0,0,96
Student2423,79,0,90,70,84,0,0,85
Student2424,84,92,75,85,100,100,93,90
Student2425,55,55,65,55,65,65,0,59
Student2426,77,79,65,87,95,94,0,85
Student2427,45,73,82,65,80,97,0,73
Student2428,65,65,65,70,45,84,0,65
Student2429,78,88,0,80,98,0,89,87
Student2430,76,84,98,88,100,0,0,88
Student2431,92,99,98,98,100,98,0,97
Student2432,80,74,65,70,90,83,0,79
Student2433,82,70,77,84,65,81,0,78
Student2434,85,85,96,94,98,94,0,89
Student2435,91,80,70,68,80,0,0,81
Student2436,93,92,91,91,90,95,0,92
Student2437,92,92,80,85,95,100,0,91
Student2438,0,65,90,0,80,0,0,80
Student2439,90,98,94,93,95,97,0,94
Student2440,88,84,95,94,90,98,0,93
Student2441,70,65,0,0,75,0,0,70
Student2442,88,66,74,68,90,85,0,82
Student2443,65,75,95,0,45,65,0,73
Student2444,83,98,73,84,72,96,76,84
Student2445,75,65,65,70,81,68,0,74
Student2446,75,79,65,80,90,87,0,79
Student2447,75,75,0,0,100,100,0,88
Student2448,80,65,65,70,88,75,0,78
Student2449,81,93,87,95,90,92,0,93
Student2450,92,97,93,0,95,91,0,96
Student2451,99,96,96,0,95,90,94,96
Student2452,0,100,97,92,100,100,100,99
Student2453,77,82,67,96,100,90,0,87
Student2454,65,0,65,65,65,0,0,67
Student2455,87,82,85,89,95,0,0,89
Student2456,88,73,82,0,100,0,0,86
Student2457,95,93,95,98,100,99,0,97
Student2458,93,74,96,93,95,94,0,92
Student2459,94,83,80,0,90,87,94,90
Student2460,85,96,71,92,95,99,0,90
Student2461,95,100,99,99,100,98,99,99
Student2462,84,91,90,74,100,77,100,88
Student2463,55,65,65,65,95,87,0,72
Student2464,94,94,97,95,95,100,100,97
Student2465,0,68,68,0,70,0,0,76
Student2466,85,85,84,93,96,0,0,92
Student2467,68,85,0,0,100,100,65,83
Student2468,93,96,91,85,100,95,99,94
Student2469,94,81,93,90,85,0,0,91
Student2470,0,0,81,74,45,0,0,67
Student2471,73,85,0,77,90,0,0,87
Student2472,89,95,74,65,95,0,0,84
Student2473,92,93,100,82,100,99,0,93
Student2474,88,89,88,0,100,94,83,88
Student2475,79,77,96,88,100,75,0,89
Student2476,65,65,45,55,65,65,0,62
Student2477,88,100,65,69,90,80,0,82
Student2478,95,93,94,77,93,100,96,93
Student2479,85,100,97,96,95,100,97,96
Student2480,92,88,90,94,100,100,92,94
Student2481,100,91,100,0,100,96,0,97
Student2482,78,75,0,0,70,0,0,74
Student2483,45,45,45,65,55,55,0,51
Student2484,45,45,100,65,80,99,0,71
Student2485,70,73,90,88,82,0,0,82
Student2486,75,69,70,75,90,74,74,77
Student2487,70,0,82,83,90,65,0,76
Student2488,75,98,98,92,95,100,0,93
Student2489,75,65,67,87,90,86,0,78
Student2490,95,74,88,70,90,100,0,86
Student2491,87,91,88,89,95,93,95,91
Student2492,65,65,65,0,80,0,0,69
Student2493,85,95,96,0,90,100,0,92
Student2494,80,75,70,0,65,0,0,75
Student2495,83,45,88,69,85,0,0,76
Student2496,95,87,86,87,65,98,0,87
Student2497,96,100,97,93,95,98,0,96
Student2498,55,0,45,0,0,0,0,50
Student2499,81,73,75,72,95,88,70,77
Student2500,83,98,100,0,90,93,0,90
Student2501,79,96,98,90,90,0,0,88
Student2502,96,90,85,77,65,99,0,82
Student2503,94,98,99,98,90,93,0,96
Student2504,65,70,69,92,90,0,0,79
Student2505,85,100,82,92,90,0,0,90
Student2506,85,68,75,70,100,93,0,82
Student2507,74,45,70,65,65,0,0,64
Student2508,99,99,100,96,95,98,0,97
Student2509,87,94,78,80,84,99,0,87
Student2510,72,0,81,0,75,0,0,68
Student2511,65,45,65,65,45,45,0,56
Student2512,0,81,0,0,95,98,0,89
Student2513,0,98,95,0,95,0,0,96
Student2514,90,90,98,91,94,98,0,94
Student2515,55,68,71,75,86,86,0,76
Student2516,93,98,99,84,95,100,0,94
Student2517,91,65,85,65,65,0,0,78
Student2518,78,0,70,0,100,92,0,88
Student2519,88,79,80,0,78,0,0,81
Student2520,81,74,82,65,70,72,73,73
Student2521,77,65,81,74,90,75,0,77
Student2522,97,81,89,91,95,98,75,89
Student2523,84,90,93,90,95,95,0,91
Student2524,95,100,98,89,95,96,0,96
Student2525,0,85,82,0,97,0,0,86
Student2526,93,0,100,65,70,0,0,80
Student2527,97,100,100,98,100,100,0,99
Student2528,70,55,65,55,45,0,0,59
Student2529,82,70,65,65,95,97,0,78
Student2530,93,74,85,98,100,93,0,90
Student2531,65,0,65,76,95,75,0,80
Student2532,65,0,76,0,65,94,0,74
Student2533,95,95,91,80,98,100,0,95
Student2534,91,0,66,74,100,0,0,79
Student2535,0,0,0,0,95,0,100,98
Student2536,75,75,65,83,95,75,0,80
Student2537,65,0,79,0,100,0,0,77
Student2538,86,81,80,80,90,93,0,85
Student2539,86,100,77,92,100,97,0,93
Student2540,97,95,100,0,100,100,0,99
Student2541,85,45,45,65,65,65,0,62
Student2542,83,55,55,0,100,0,0,72
Student2543,76,71,0,0,80,0,0,76
Student2544,0,80,90,0,65,93,0,86
Student2545,95,95,82,92,86,92,0,90
Student2546,78,65,80,0,80,65,0,72
Student2547,73,74,75,65,95,82,0,76
Student2548,94,76,84,94,100,96,0,92
Student2549,67,55,81,0,97,65,65,75
Student2550,87,92,85,95,90,65,0,86
Student2551,80,88,98,0,95,68,0,87
Student2552,97,89,98,100,80,0,0,93
Student2553,0,92,98,95,95,0,0,95
Student2554,90,80,68,92,95,79,90,85
Student2555,70,80,65,65,100,88,0,79
Student2556,89,72,70,65,95,90,0,78
Student2557,76,86,86,85,96,70,87,84
Student2558,89,73,45,55,95,0,0,67
Student2559,92,73,75,75,75,97,0,81
Student2560,87,75,75,0,80,94,0,82
Student2561,76,77,95,83,90,0,0,83
Student2562,70,85,95,0,95,90,0,90
Student2563,91,93,92,0,95,91,0,91
Student2564,88,100,100,100,95,98,0,97
Student2565,80,78,73,65,100,86,0,82
Student2566,80,82,86,80,90,90,0,86
Student2567,80,86,65,93,93,0,99,85
Student2568,96,88,90,87,100,94,98,93
Student2569,45,65,45,65,45,66,0,53
Student2570,100,100,90,97,90,100,0,96
Student2571,86,100,100,94,100,99,0,96
Student2572,99,87,90,89,95,100,100,95
Student2573,95,97,94,0,98,84,0,94
Student2574,0,90,95,0,90,100,0,96
Student2575,70,0,85,65,65,0,0,73
Student2576,92,93,94,81,98,66,0,90
Student2577,70,65,65,65,95,96,0,74
Student2578,96,95,86,0,95,96,88,92
Student2579,90,99,96,0,100,99,0,97
Student2580,81,55,55,81,65,93,0,77
Student2581,80,78,65,85,90,95,0,85
Student2582,92,68,74,88,98,85,0,85
Student2583,73,55,65,55,80,0,0,66
Student2584,77,65,73,65,67,76,0,68
Student2585,80,95,94,89,100,100,0,91
Student2586,95,100,94,0,100,100,0,98
Student2587,65,72,67,66,80,55,0,70
Student2588,65,55,45,55,45,0,0,59
Student2589,65,45,45,45,45,45,0,49
Student2590,0,86,80,0,75,0,98,86
Student2591,65,0,65,0,65,97,0,70
Student2592,72,0,65,90,94,0,0,79
Student2593,80,0,87,80,85,80,0,84
Student2594,95,91,87,88,95,100,0,93
Student2595,96,93,0,93,100,100,97,96
Student2596,0,0,0,98,100,0,96,98
Student2597,87,100,94,0,95,100,96,95
Student2598,90,65,65,75,100,88,0,83
Student2599,90,98,87,0,95,89,95,93
Student2600,76,90,65,65,90,93,0,79
Student2601,85,87,100,95,90,93,0,92
Student2602,90,45,75,84,71,65,0,74
Student2603,88,0,0,0,95,98,0,94
Student2604,77,88,75,85,100,100,0,88
Student2605,65,65,0,73,84,85,65,73
Student2606,100,95,97,99,100,100,0,98
Student2607,89,89,86,82,93,0,0,89
Student2608,78,67,0,0,95,0,0,80
Student2609,69,70,65,72,100,96,0,79
Student2610,80,0,88,0,75,0,0,76
Student2611,45,0,45,0,68,0,0,51
Student2612,85,80,91,75,90,0,0,84
Student2613,98,99,100,97,100,95,0,98
Student2614,45,79,83,45,90,68,0,62
Student2615,92,68,75,68,80,88,0,78
Student2616,82,0,69,0,70,77,0,74
Student2617,92,66,78,92,95,75,95,85
Student2618,65,70,65,65,100,94,0,80
Student2619,65,75,70,80,90,65,0,76
Student2620,96,94,0,94,95,0,0,95
Student2621,85,77,100,93,95,0,0,88
Student2622,97,72,92,85,95,95,0,90
Student2623,85,74,77,66,75,87,0,78
Student2624,85,77,80,92,98,100,98,90
Student2625,93,89,95,0,95,100,0,94
Student2626,66,80,70,92,70,93,0,76
Student2627,95,96,93,95,85,100,99,94
Student2628,45,45,45,55,45,0,0,53
Student2629,92,81,65,87,97,85,0,88
Student2630,100,99,93,93,95,100,0,96
Student2631,92,91,82,98,95,75,90,90
Student2632,94,92,100,100,95,98,0,97
Student2633,89,93,93,93,90,80,0,90
Student2634,90,76,76,70,90,93,0,82
Student2635,0,100,91,0,95,100,0,96
Student2636,96,90,95,96,90,99,0,94
Student2637,80,93,90,90,100,97,0,92
Student2638,75,65,0,0,80,68,0,72
Student2639,87,98,91,97,90,88,97,92
Student2640,75,67,97,99,95,98,0,91
Student2641,65,93,85,0,75,0,79,77
Student2642,88,72,69,70,100,91,0,82
Student2643,85,80,81,65,95,0,84,80
Student2644,65,65,87,76,90,0,71,76
Student2645,83,95,65,65,95,95,0,82
Student2646,89,97,94,0,100,100,0,97
Student2647,85,0,84,93,85,90,0,90
Student2648,85,97,88,0,93,97,0,92
Student2649,65,65,79,55,65,93,0,70
Student2650,0,0,85,0,90,0,0,90
Student2651,70,75,65,65,80,95,0,79
Student2652,80,70,65,87,100,0,0,83
Student2653,0,90,85,0,89,0,0,88
Student2654,66,65,85,0,45,55,0,65
Student2655,70,73,65,95,95,95,0,84
Student2656,65,66,87,0,65,0,0,71
Student2657,81,80,76,85,100,91,0,84
Student2658,84,70,65,65,90,90,0,74
Student2659,96,85,70,92,86,100,97,89
Student2660,95,85,100,98,100,98,0,96
Student2661,65,55,78,0,80,0,0,65
Student2662,97,91,65,96,100,98,0,92
Student2663,90,83,98,0,93,75,0,86
Student2664,70,0,0,0,65,0,0,68
Student2665,0,91,92,97,100,0,0,94
Student2666,0,0,93,88,99,0,93,94
Student2667,84,91,93,0,85,0,77,87
Student2668,93,82,95,87,75,0,81,84
Student2669,71,65,45,55,75,74,0,65
Student2670,98,100,100,100,100,100,0,100
Student2671,90,96,75,92,100,100,0,92
Student2672,0,100,91,0,90,100,0,95
Student2673,90,65,80,0,95,93,0,81
Student2674,88,77,85,74,92,93,82,85
Student2675,65,85,84,65,70,70,0,73
Student2676,66,77,95,84,85,0,0,81
Student2677,91,90,65,76,100,96,0,86
Student2678,92,91,85,90,100,98,0,93
Student2679,0,0,0,0,90,0,65,73
Student2680,80,87,79,0,99,0,0,92
Student2681,88,76,65,81,90,85,0,82
Student2682,98,86,91,88,70,96,0,89
Student2683,80,65,73,0,70,0,0,73
Student2684,90,85,93,96,100,84,0,92
Student2685,0,93,90,96,95,94,0,94
Student2686,76,0,74,65,65,55,0,64
Student2687,72,0,0,0,85,97,0,84
Student2688,90,88,98,0,100,100,85,93
Student2689,74,75,65,81,68,95,0,82
Student2690,93,100,85,81,95,97,0,92
Student2691,79,70,65,0,75,80,0,72
Student2692,65,79,75,70,90,69,0,75
Student2693,92,98,65,0,98,93,81,86
Student2694,92,88,75,90,90,0,0,84
Student2695,75,70,79,65,90,90,0,78
Student2696,81,86,0,0,100,0,73,84
Student2697,75,90,77,77,100,100,86,88
Student2698,92,85,71,79,65,97,0,79
Student2699,95,100,99,89,90,100,95,95
Student2700,75,0,79,0,65,0,83,76
Student2701,65,65,65,81,70,95,0,76
Student2702,88,92,89,94,100,100,0,94
Student2703,74,78,65,65,89,90,0,76
Student2704,89,75,72,80,81,80,0,80
Student2705,93,90,78,87,98,95,96,91
Student2706,85,78,90,82,95,92,0,89
